refArea,Potable water source - water point,State of the water network - good,State of the water network - acceptable,Potable water source - gallons purchase,Potable water source - artesian well,Total number of permanent water springs,State of the water network - bad,Observation URI,references,Potable water source - public network,publisher,Potable water source - other,Town,Total number of seasonal water springs,dataset,Total number of seasonal water points
http://dbpedia.org/resource/Sidon_District,0,0,0,0,1,2,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Aanqoun,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Aanqoun,2,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,2
https://dbpedia.org/page/Akkar_Governorate,1,0,1,1,0,4,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Aaouaainat+Aakkar,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Aaouaainat Aakkar,5,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/Beqaa_Governorate,0,1,0,0,1,3,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Aaqabet+Rachaya,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Aaqabet Rachaya,25,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Keserwan_District,0,0,1,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Aaqaibeh+Kesrouane,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Aaqaibeh Kesrouane,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Sidon_District,0,0,0,0,1,3,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Aaqtanit,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Aaqtanit,5,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,2
http://dbpedia.org/resource/Sidon_District,0,0,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Aarab+Ej-Jall,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Aarab Ej-Jall,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/Nabatieh_Governorate,0,0,1,0,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Aarab+Salim,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Aarab Salim,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Sidon_District,0,0,0,0,1,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Aarab+Tabbaya,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Aarab Tabbaya,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Baabda_District,0,0,0,0,1,2,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Aaraiya,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Aaraiya,5,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,1
http://dbpedia.org/resource/Aley_District,0,0,0,1,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Aaramoun+Kesrouane,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Aaramoun Kesrouane,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,1
https://dbpedia.org/page/South_Governorate,1,0,0,0,1,3,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Aaramta,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Aaramta,3,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/South_Governorate,1,0,0,0,0,2,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Aaray,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Aaray,10,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Baabda_District,0,0,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Aarbaniyeh,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Aarbaniyeh,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Zgharta_District,0,0,0,0,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Aarbet+Qozhaiya,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Aarbet Qozhaiya,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,1
http://dbpedia.org/resource/Zgharta_District,0,1,0,0,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Aarjis,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Aarjis,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/Akkar_Governorate,0,0,0,0,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Aarqa,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Aarqa,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,0,1,1,1,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Aarsal,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Aarsal,3,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/MiniyehâDanniyeh_District,1,0,0,1,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Aassoun,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Aassoun,2,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,2
http://dbpedia.org/resource/Matn_District,0,0,1,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Aatchaneh,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Aatchaneh,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/Mount_Lebanon_Governorate,1,0,0,0,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Aathrine,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Aathrine,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/South_Governorate,1,0,0,0,1,3,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Aaychiyeh,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Aaychiyeh,3,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/Beqaa_Governorate,0,0,0,0,1,3,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Aayha,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Aayha,3,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/MiniyehâDanniyeh_District,1,0,0,0,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Aaymar,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Aaymar,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Aley_District,0,0,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Aaynab,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Aaynab,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/Baalbek-Hermel_Governorate,1,0,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Aaynata+Baalbek,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Aaynata Baalbek,2,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,2
http://dbpedia.org/resource/Bint_Jbeil_District,1,0,0,1,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Aaynata+Bent+Jbeil,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Aaynata Bent Jbeil,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,8
https://dbpedia.org/page/Akkar_Governorate,0,1,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Aayoun+Aakkar,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Aayoun Aakkar,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,1
https://dbpedia.org/page/Akkar_Governorate,1,0,0,0,1,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Aayoun+El-Ghizlane,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Aayoun El-Ghizlane,2,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Matn_District,0,0,1,0,0,8,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Aayoun+El-Matn,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Aayoun El-Matn,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Matn_District,0,0,1,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Aayroun,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Aayroun,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Bint_Jbeil_District,0,0,0,1,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Aayta+Ech-Chaab,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Aayta Ech-Chaab,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/Beqaa_Governorate,1,0,1,1,1,7,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Aayta+El-Foukhar,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Aayta El-Foukhar,5,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Western_Beqaa_District,1,1,0,0,1,3,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Aaytanit,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Aaytanit,2,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,2
http://dbpedia.org/resource/Aley_District,0,0,1,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Aaytat,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Aaytat,2,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Tyre_District,0,0,0,0,1,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Aaytit,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Aaytit,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,1
https://dbpedia.org/page/South_Governorate,0,1,0,0,0,3,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Aazour,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Aazour,2,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/MiniyehâDanniyeh_District,0,0,0,0,1,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Aazqai,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Aazqai,2,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,2
http://dbpedia.org/resource/Keserwan_District,0,0,1,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Aazra+ouel+Aazr,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Aazra ouel Aazr,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/Nabatieh_Governorate,0,0,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Aazzi,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Aazzi,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/ZahlÃ©_District,0,0,1,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Ablah,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Ablah,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Matn_District,0,0,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Abou+Mizan,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Abou Mizan,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Hasbaya_District,0,0,1,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Abou+Qamha,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Abou Qamha,3,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Keserwan_District,0,0,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Adma+Oua+Dafine,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Adma Oua Dafine,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Byblos_District,0,0,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Adonis,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Adonis,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Byblos_District,0,0,0,0,0,4,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Afqa+Jbeil,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,1,Afqa Jbeil,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/North_Governorate,0,0,0,0,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Ain+Aakrine,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Ain Aakrine,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Matn_District,0,0,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Aintoura+El-Matn,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Aintoura El-Matn,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Keserwan_District,0,0,1,0,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Aintoura+Kesrouane,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Aintoura Kesrouane,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Zgharta_District,0,0,0,0,0,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Aintourine,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Aintourine,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Bint_Jbeil_District,0,0,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Aitaroun,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Aitaroun,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,0,1,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Alaq,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Alaq,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Byblos_District,0,0,0,0,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Almat,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Almat,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,1
https://dbpedia.org/page/Akkar_Governorate,0,0,0,0,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Amara,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Amara,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/North_Governorate,0,0,1,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Amioun,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Amioun,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/South_Governorate,0,1,0,1,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Anane,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Anane,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/Nabatieh_Governorate,0,0,1,0,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Ansar,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Ansar,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,5
https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,0,0,0,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Ansar+Baalbeck,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Ansar Baalbeck,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Matn_District,0,0,1,0,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Antelias-Naccache,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Antelias-Naccache,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
https://dbpedia.org/page/Nabatieh_Governorate,0,0,0,0,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Arnoun,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Arnoun,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Baabda_District,0,0,0,0,0,6,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Arsoun,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,1,Arsoun,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Sidon_District,0,0,1,0,1,2,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Arzai,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Arzai,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Tyre_District,0,0,1,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Arzoun,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Arzoun,2,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Zgharta_District,0,0,0,0,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Asnoun,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Asnoun,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Batroun_District,0,0,1,0,1,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Assia,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Assia,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Zgharta_District,0,0,0,1,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Ayto,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Ayto,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Baabda_District,0,0,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Baabda-Louaizi,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Baabda-Louaizi,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
http://dbpedia.org/resource/Matn_District,0,0,1,0,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Baabdat,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Baabdat,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,1
https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,1,0,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Baadarane,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Baadarane,3,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,3
https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,0,1,0,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Baalbek,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Baalbek,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,1
http://dbpedia.org/resource/Baabda_District,0,0,0,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Water-Resources-Baalchmay,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Baalchmay,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Water_resources-Lebanon-2023,0
